name,symbol,description,chromosome,color
84174,SLA2,Src-like-adaptor 2,20,"rgb(128,177,211)"
85358,SHANK3,SH3 and multiple ankyrin repeat domains 3,22,"rgb(253,180,98)"
114784,CSMD2,CUB and Sushi multiple domains 2,1,"rgb(141,211,199)"
115209,OMA1,OMA1 zinc metallopeptidase,1,"rgb(141,211,199)"
116449,CLNK,cytokine-dependent hematopoietic cell linker,4,"rgb(141,211,199)"
117157,SH2D1B,SH2 domain containing 1B,1,"rgb(141,211,199)"
127933,UHMK1,U2AF homology motif (UHM) kinase 1,1,"rgb(141,211,199)"
220164,DOK6,docking protein 6,18,"rgb(128,177,211)"
284086,NEK8,NIMA-related kinase 8,17,"rgb(128,177,211)"
400745,SH2D5,SH2 domain containing 5,1,"rgb(141,211,199)"
